ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID
70300041	浑浊的风龙泪滴	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	风龙留下的泪滴，似乎涌动着一股污浊的力量。	SceneObj_Quest_NoInteract_Muddy_CrysTear							SceneObj_Quest_NoInteract_Muddy_CrysTear		
70300042	清澈的风龙泪滴	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	风龙留下的泪滴，似乎涌动着一股清澈的风元素之力。	SceneObj_Quest_Clear_CrysTear							SceneObj_Quest_Clear_CrysTear		
70300043	凯亚寻宝线索1	ART/Others/SceneObj/SceneObj_Item_SearchPoint				1001	22	破旧的羊皮纸	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300044	凯亚寻宝线索2	ART/Others/SceneObj/SceneObj_Item_SearchPoint				1001	22	破旧的羊皮纸	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300045	凯亚寻宝线索3	ART/Others/SceneObj/SceneObj_Item_SearchPoint				1001	22	潦草的地图	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300046	广场上方风龙羽毛	ART/Others/SceneObj/SceneObj_Item_DragonFeather01				5001	19	风龙羽毛	DragonFeather					1		Default_Item		
70300047	5米受击判定球	ART/Others/SceneObj/SceneObj_Item_TransparentHitSphere_R5				5001	19	判断攻击风龙羽毛cutscene的东西	TransparentHitSphere					1		TransparentHitSphere		
70300048	坐点	ART/Others/SceneObj/SceneObj_Test_SitPoint				1001	19	能坐下的地方										
70300049	浑浊的风龙泪滴	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	风龙留下的泪滴，似乎涌动着一股污浊的力量	SceneObj_Quest_NoInteract_Muddy_CrysTear_Dialog							SceneObj_Quest_NoInteract_Muddy_CrysTear_Dialog		
70300050	Item	ART/Others/Gadget/Gadget_MiniRobot				1001	22	通用临时任务道具，Default_NoDrop_Item	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300051	蒙德城渐消光柱	ART/Others/SkillObj/SkillObj_EmptyGadget				5001	19	维持和Cutscene一致光柱，30s后消失	SceneObj_Quest_Mengde_Fading_Light_Pillar					3		SceneObj_Quest_Mengde_Fading_Light_Pillar		
70300052	布置元素诱饵	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	布置元素诱饵，用于吸引史莱姆	SceneObj_Quest_Interact_Point_01				1			SceneObj_Quest_Interact_Point_01		
70300053	元素诱饵	ART/Others/SkillObj/SkillObj_EmptyGadget				5001	19	元素诱饵，用于吸引史莱姆	SceneObj_Gear_Platform_NormalPlatform_Ice							SceneObj_Gear_Platform_NormalPlatform_Ice		
70300054	高血量暴风结晶	ART/Others/SceneObj/SceneObj_Item_DragonFeather01				5001	19	风龙羽毛	DragonFeather_HP		1			1		DragonFeather_HP		
70300055	任务木架	ART/Others/SceneObj/SceneObj_Item_GrapeStick				1001	19	任务木架	SceneObj_Environment_Quest_GrapeStick							Default_Item		
70300056	可移动暴风结晶	ART/Others/SceneObj/SceneObj_Item_DragonFeather01_Move				5001	32	移动平台	DragonFeather_Move	1				1		DragonFeather_Move		
70300057	目标					5001	19	可移动目标	Guide_Point_Move	1				3		Guide_Point_Move		
70300058	安柏飞行挑战气垫测试	ART/Others/Gadget/SceneObject/Environment/SceneObj_Area_Common_Property_Prop_WindField_Vertical_Cushion				1001	23	安柏飞行挑战气垫测试	SceneObj_Environment_WindField_Anbai_FlyTest_01					3		SceneObj_Environment_WindField_Anbai_FlyTest_01		
70300059	浑浊的风龙泪滴（骑士团对话）	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	22	风龙留下的泪滴，似乎涌动着一股污浊的力量	SceneObj_Quest_Interact_Muddy_CrysTear_Dialog							SceneObj_Quest_Interact_Muddy_CrysTear_Dialog		
70300060	深渊法师-消失特效1	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	特效1	SceneObj_Quest_Abyss_Water_Blink_01							SceneObj_Quest_Abyss_Water_Blink_01		
70300061	深渊法师-消失特效2	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	特效2	SceneObj_Quest_Abyss_Water_Blink_02							SceneObj_Quest_Abyss_Water_Blink_02		
70300062	深渊法师-消失特效3	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	特效3	SceneObj_Quest_Abyss_Water_Blink_03							SceneObj_Quest_Abyss_Water_Blink_03		
70300063	任务木架摆件	ART/Others/SceneObj/SceneObj_Item_GrapeStick				1001	19	任务木架								Default_Item		
70300064	蒙德城飞行任务-目标	ART/Effect/SceneInteractive/Eff_FlyRace_Goal_Marker_Ambor				1001	19	蒙德城飞行任务-目标	SceneObj_Quest_Mengde_City_FlyMission_Target							SceneObj_Quest_Mengde_City_FlyMission_Target		
70300065	Item	ART/Others/SceneObj/SceneObj_Item_SearchPoint				1001	22	线索采集	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300066	来自深渊教团的信	ART/Others/SceneObj/SceneObj_Item_SearchPoint				1001	22	似乎是深渊教团对「暗夜英雄」下的战书，内容中有很多地方用「暗文」写成，隐藏了关键的情报。	SceneObj_Gather_Default_Gather							Default_NoDrop_Item		
70300067	安柏飞行挑战气垫测试02	ART/Others/Gadget/SceneObject/Environment/SceneObj_Area_Common_Property_Prop_WindField_Vertical_Cushion_02				1001	23	安柏飞行挑战气垫测试	SceneObj_Environment_WindField_Anbai_FlyTest_02					3		SceneObj_Environment_WindField_Anbai_FlyTest_02		
70300068	安柏飞行挑战气垫测试03	ART/Others/Gadget/SceneObject/Environment/SceneObj_Area_Common_Property_Prop_WindField_Vertical_Cushion_03				1001	23	安柏飞行挑战气垫测试	SceneObj_Environment_WindField_Anbai_FlyTest_03					3		SceneObj_Environment_WindField_Anbai_FlyTest_03		
70300069	自走棋框框	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_AutoChessTest_01				1001	19	自走棋框框						2		Default_Item		
70300070	安柏线-怪鸟的元素线索					1001	19	安柏线-怪鸟的元素线索	AmborTaskTrack							Default_Item		
70300071	巨大爪印	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	爪印巨大，显然不是一般的狼群。	SceneObj_Quest_Interact_Point_02				1			SceneObj_Quest_Interact_Point_02		
70300072	断裂的牙	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	牙齿尖利锋锐，若不是用力过猛，无法断裂。	SceneObj_Quest_Interact_Point_02				1			SceneObj_Quest_Interact_Point_02		
70300073	粘有东西的毛发	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	仔细看毛发上面粘的东西，似乎是果子。	SceneObj_Quest_Interact_Point_02				1			SceneObj_Quest_Interact_Point_02		
70300074	未知的血迹	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	沿路淌着新鲜的血迹	SceneObj_Quest_Interact_Point_02				1			SceneObj_Quest_Interact_Point_02		
70300075	循环事件路障1	ART/Others/SceneObj/SceneObj_Gear_RoadBlock01				4001	19	循环事件路障 木板	SceneObj_Event_RoadBlock		1					Default_Item		
70300076	循环事件路障2	ART/Others/SceneObj/SceneObj_Gear_RoadBlock02				4001	19	循环事件路障 黑叉	SceneObj_Event_RoadBlock02		1					Default_Item		
70300077	循环事件帐篷1	ART/Others/SceneObj/SceneObj_Gear_QQTent01				4001	19	循环事件帐篷 高	SceneObj_Event_QQTent		1					Default_Item		
70300078	循环事件帐篷2	ART/Others/SceneObj/SceneObj_Gear_QQTent02				4001	19	循环事件帐篷 矮	SceneObj_Event_QQTent02		1					Default_Item		
70300079	货运热气球	ART/Others/SceneObj/SceneObj_Item_Stable_Gardencart				1001	19	不动热气球	SceneObj_Event_StableCart							Default_Item		
70300080	捕捉陷阱	ART/Others/SceneObj/SceneObj_Gear_Animaltrap				1001	3	捕捉陷阱	Task_Trap							Task_Trap		
70300081	循环事件路障3	ART/Others/SceneObj/SceneObj_Gear_RoadBlock03				4001	19	循环事件路障 白栅栏	SceneObj_Event_RoadBlock03		1					Default_Item		
70300083	循环事件路障5	ART/Others/SceneObj/SceneObj_Gear_RoadBlock05				4001	19	循环事件路障 白叉	SceneObj_Event_RoadBlock05		1					Default_Item		
70300084	循环事件路障4	ART/Others/SceneObj/SceneObj_Gear_RoadBlock04				4001	19	循环事件路障 黑栅栏	SceneObj_Event_RoadBlock04							Default_Item		
70300085	丘丘人石头平台	ART/Others/SceneObj/SceneObj_Gear_QQPlatform				4001	19	丘丘人石头平台	SceneObj_Event_QQPlatform							Default_Item		
70300086	丘丘人木柱子	ART/Others/SceneObj/SceneObj_Gear_QQPile				4001	19	丘丘人木柱子	SceneObj_Event_QQPile							Default_Item		
70300087	丘丘人大锅	ART/Others/SceneObj/SceneObj_Gear_QQPot				4001	19	丘丘人大锅	SceneObj_Event_QQPot		1					Default_Item		
70300088	丘丘人箭靶	ART/Others/SceneObj/SceneObj_Gear_QQTarget				4001	19	丘丘人箭靶	SceneObj_Event_QQTarget		1					Default_Item		
70300089	丘丘人图腾	ART/Others/SceneObj/SceneObj_Gear_QQTotem				4001	19	丘丘人图腾	SceneObj_Event_QQTotem		1					Default_Item		
70300090	丘丘人哨塔01	ART/Others/SceneObj/SceneObj_Gear_WatchTower01				4001	19	丘丘人哨塔 黑塔	SceneObj_Event_WatchTower01							Default_Item		
70300091	丘丘人哨塔02	ART/Others/SceneObj/SceneObj_Gear_WatchTower02				4001	19	丘丘人哨塔 白塔	SceneObj_Event_WatchTower02		1					Default_Item		
70300092	人类小车	ART/Others/SceneObj/SceneObj_Gear_Humancart				1001	19	人类小车	SceneObj_Event_HumanCart		1					Default_Item		
70300093	人类破车	ART/Others/SceneObj/SceneObj_Gear_Humancart_Broken				1001	19	人类破车	SceneObj_Event_HumanCart_Broken							Default_Item		
70300094	人类货物	ART/Others/SceneObj/SceneObj_Gear_Humancart_Goods				1001	19	人类货物	SceneObj_Event_HumanCart_Goods							Default_Item		
70300095	战利品	ART/Others/SceneObj/SceneObj_Gear_Spoils01				1001	19	战利品	SceneObj_Event_Spoils							Default_Item		
70300096	战利品2	ART/Others/SceneObj/SceneObj_Gear_Spoils02				1001	19	战利品2	SceneObj_Event_Spoils							Default_Item		
70300097	战利品3	ART/Others/SceneObj/SceneObj_Gear_Spoils03				1001	19	战利品3	SceneObj_Event_Spoils							Default_Item		
70300098	篝火	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Bornfires_01_Behavior				5001	19	战术点篝火	SceneObj_Environment_FireMaterial_Bornfires		1				SetGadgetState	Default_Item		
70300099	腐化篝火	ART/Others/SceneObj/SceneObj_Item_Ceremony_Fire				5001	19	战术点腐化篝火	SceneObj_Environment_Ceremony_Fires		1				SetGadgetState	Default_Item		
70300100	丘丘人图腾	ART/Others/SceneObj/SceneObj_Gear_QQTotem_Behavior				4001	19	战术点丘丘人图腾	SceneObj_Event_QQTotem		1					Default_Item		
70300101	丘丘人哨塔02	ART/Others/SceneObj/SceneObj_Gear_WatchTower02_Behavior				4001	19	战术点丘丘人哨塔02	SceneObj_Event_WatchTower02		1					Default_Item		
70300102	丘丘人石头平台	ART/Others/SceneObj/SceneObj_Gear_QQPlatform_Behavior				4001	19	战术点丘丘人石头平台	SceneObj_Event_QQPlatform		1					Default_Item		
70300103	战利品	ART/Others/SceneObj/SceneObj_Gear_Spoils01_Behavior				1001	19	战术点战利品	SceneObj_Event_Spoils							Default_Item		
70300104	人类帐篷2	ART/Others/SceneObj/SceneObj_Item_Human_Camp02				1001	19	人类帐篷2								Default_Item		
70300105	人类帐篷3	ART/Others/SceneObj/SceneObj_Item_Human_Camp03				1001	19	人类帐篷3								Default_Item		
70300106	丘丘人箭靶	ART/Others/SceneObj/SceneObj_Gear_QQTarget_Behavior				4001	19	战术点丘丘人箭靶	SceneObj_Event_QQTarget		1					Default_Item		
70300107	仪式火堆	ART/Others/SceneObj/SceneObj_Item_Ceremony_Fire				5001	19	仪式火堆	SceneObj_Environment_Ceremony_Fires		1				SetGadgetState	Default_Item		
70300108	丘丘人箭靶2	ART/Others/SceneObj/SceneObj_Gear_QQTarget2				4001	19	丘丘人箭靶	SceneObj_Event_QQTarget		1					Default_Item		
70300109	事件脚印	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	事件脚印	SceneObj_Event_ElementTrack							SceneObj_Event_ElementTrack		
70300110	卷轴信件	ART/Stages/Item/Item_Quest_Letter01				1001	19	卷轴信件								Default_Item		
70300111	事件特殊丘丘人训练木桩	ART/Others/SceneObj/SceneObj_Gear_QQTotem				4001	19	事件特殊丘丘人训练木桩	SceneObj_Event_QQTotem		1					Default_Item		
70300112	事件鸭子喂食点	ART/Others/SceneObj/SceneObj_Gear_DuckEat				5001	19	事件鸭子喂食点	SceneObj_Event_DuckEat					1		Default_Item		
70300113	事件特殊变异训练木桩	ART/Others/SceneObj/SceneObj_Gear_QQTotem_Behavior_02				4001	19	赫尔曼事件训练木桩	SceneObj_Event_QQTotem		1					Default_Item		
70300114	可莉封印圈	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	可莉封印圈	SceneObj_Event_Kelee_Seal		1					SceneObj_Event_Kelee_Seal		
70300115	可莉地城台子	ART/Others/SceneObj/SceneObj_Gear_KeleePlat				5001	19	可莉地城台子			1					Default_Item		
70300116	事件污渍	ART/Others/SceneObj/SceneObj_Item_Stain				5001	19	事件污渍	SceneObj_Event_Stain		1					Default_Item		
70300117	可莉炸弹	ART/Others/SceneObj/SceneObj_Item_Bomb				5001	19	可莉炸弹			1							
70300118	定标特效	ART/Others/SkillObj/SkillObj_EmptyGadget				5001	19	定标特效	SceneObj_Event_TargetPoint		1					SceneObj_Event_TargetPoint		
70300119	温迪疗伤特效	ART/Others/SceneObj/SceneObj_Item_Cure_Wind				1001	19	温迪疗伤特效	SceneObj_Environment_Cure_Wind							Default_Item		
70300120	归终机-完整状态	ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_Ly_Ballista_01				5001	19	归终机-完整状态								Default_Item		
70300121	归终机-破损状态	ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_Ly_Ballista_02				5001	19	归终机-破损状态								Default_Item		
70300122	循环事件路障6	ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_RoadBlock_06				4001	19	循环事件路障 单木板	SceneObj_Event_RoadBlock06		1					Default_Item		
70300123	可莉封印圈R110	ART/Others/SkillObj/SkillObj_EmptyGadget				4001	19	可莉封印圈110m加长版	SceneObj_Event_Kelee_SealR110		1			1		Default_Item		
70300200	天空之琴	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_Floating_01	item			1001	19	风神巴巴托斯的至宝，可以用来呼唤风龙特瓦林。如今已然失去风元素的加持。								Default_Item		
70300201	略微修复的天空之琴	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_Floating_02	item			1001	19	风神巴巴托斯的至宝，可以用来呼唤风龙特瓦林。如今已然失去风元素的加持。								Default_Item		
70300202	浑浊的风龙泪滴（酒庄对话）	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	22	风龙留下的泪滴，似乎涌动着一股污浊的力量	SceneObj_Quest_Interact_Muddy_CrysTear_Dialog_Small							SceneObj_Quest_Interact_Muddy_CrysTear_Dialog_Small		
70300203	特殊指引特效	ART/Others/SkillObj/SkillObj_EmptyGadget				9001	19	Eff_QuestGuide_Position	SceneObj_Quest_QuestGuide_Position					2		SceneObj_Quest_QuestGuide_Position		
70300204	海岛海风	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_HeroTrekSeaWind_01				1001	19	海岛海风	SceneObj_Area_Common_Property_Prop_HeroTrekSeaWind_01							Default_Item		
70700003	三地城特效	ART/Others/SkillObj/SkillObj_EmptyGadget				9001	19	三地城特效	SceneObj_Quest_Mengde_Dungeon_Top_Effect					2		SceneObj_Quest_Mengde_Dungeon_Top_Effect		
70700004	一阶段蒙德城坏天气特效	ART/Others/SceneObj/SceneObj_Item_TransparentHitSphere_R5				9001	19	蒙德风龙坏天气特效	Env_Mengde_WindDragon_01					3		Env_Mengde_WindDragon_01		
70700005	调查					1001	38	丽莎线-书本线索	LisaBookGather				1			Default_NoDrop_Item		
70700006	丽莎线-元素指南针					1001	19	丽莎线-元素指南针	LisaCompass							Default_Item		
70700007	元素的痕迹	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	可疑的元素痕迹	SceneObj_Quest_Interact_Point_01							SceneObj_Quest_Interact_Point_01		
70700008	断裂的树枝	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	随处可见的普通树枝	SceneObj_Quest_Interact_Point_01							SceneObj_Quest_Interact_Point_01		
70700009	碎掉的布片	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	撕碎的特制布片	SceneObj_Quest_Interact_Point_01							SceneObj_Quest_Interact_Point_01		
70700010	丽莎线-丽莎攻击特效	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	丽莎线-丽莎攻击特效	SceneObj_Eff_Eff_ThunderFall_03							SceneObj_Eff_Eff_ThunderFall_03		
70700011	丽莎线-丽莎攻击前摇特效	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	丽莎线-丽莎攻击前摇特效	SceneObj_Eff_Eff_ThunderFall_Area							SceneObj_Eff_Eff_ThunderFall_Area		
70700012	风龙地城松动特效	ART/Others/SceneObj/SceneObj_DungeonEntry_Temp				1001	19	风龙地城松动特效	SceneObj_DvalinEntry_Shake									
70700013	丽莎线—丽莎地城封印特效	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	丽莎线—丽莎地城封印特效	SceneObj_Quest_Lisa_Dungeon_Seal							SceneObj_Quest_Lisa_Dungeon_Seal		
70700014	丽莎线—丽莎地城封印破碎特效	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	丽莎线—丽莎地城封印破碎特效	SceneObj_Quest_Lisa_Dungeon_Seal_Break							SceneObj_Quest_Lisa_Dungeon_Seal_Break		
70700015	提瓦特游览指南	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	提瓦特游览指南	SceneObj_Gather_Default_Gather							SceneObj_Gather_Default_Gather		
70700016	天空之琴	ART/Others/SceneObj/SceneObj_WorldArea_Operator				1001	38	被夺走的天空之琴	SceneObj_Gather_Task_NoDrop_70700016							Default_NoDrop_Item		
70700017	海灯节—盗宝团标志	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	海灯节—盗宝团标志特效	SceneObj_Quest_SeaLantern_ThiefRegimentMark							SceneObj_Quest_SeaLantern_ThiefRegimentMark		
70700018	丽莎线—丽莎技能感电特效	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	19	丽莎线—丽莎技能感电特效	SceneObj_Quest_Lisa_Skill_StickElectric							SceneObj_Quest_Lisa_Skill_StickElectric		
70700019	调查					1001	38	狩猎复用-一般交互线索	LisaBookGather				1			Default_NoDrop_Item		
70710004	WindField_Vertical_Feather	ART/Others/Gadget/SceneObject/Environment/SceneObj_Area_Common_Property_Prop_WindField_Vertical_Feather_02				1001	23	射羽毛任务风场	SceneObj_Environment_WindField_ShootFeather_Vertical_Feather					2		SceneObj_Environment_WindField_ShootFeather_Vertical_Feather		
70710005	安柏飞行风场	ART/Others/Gadget/SceneObject/Environment/SceneObj_Area_Common_Property_Prop_WindField_Vertical_Feather_03				1001	23	安柏飞行风场	SceneObj_Environment_WindField_Anbai_Vertical_Feather					2		SceneObj_Environment_WindField_Anbai_Vertical_Feather		
70710008	拾取	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	任务用拾取点（采集物逻辑）	SceneObj_Quest_Interact_Point_01				1			SceneObj_Quest_Interact_Point_01		
70710009	播撒	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	任务用播撒交互（采集物逻辑）	SceneObj_Quest_Interact_Point_01				1	2		SceneObj_Quest_Interact_Point_01		
70710011	肥美的蘑菇	ART/Others/SceneObj/SceneObj_Item_Plant_Mushroom01				1001	19	肥美的蘑菇（香菱线废弃）	SceneObj_Gather_Default_Gather							Default_Item		
70710012	新鲜的胡萝卜	ART/Others/SceneObj/SceneObj_Item_Plant_Carrot02_Clear				1001	19	新鲜的胡萝卜（香菱线废弃）	SceneObj_Gather_Default_Gather							Default_Item		
70710013	饱满的卷心菜	ART/Others/SceneObj/SceneObj_Item_Plant_Cabbage01				1001	19	饱满的卷心菜（香菱线废弃）	SceneObj_Gather_Default_Gather							Default_Item		
70710014	猫猫脚印					1001	19	猫猫脚印	ElementTrackCat							Default_Item		
70710015	调好的酒	ART/Others/SceneObj/SceneObj_Item_Winebowl				1001	38	（TEST）调好的酒，现在只有一种酒杯	SceneObj_Gather_Default_Gather							Default_Item_WithQuest		
70710016	料理对决桌	ART/Others/SceneObj/SceneObj_Gear_Task_Desk01				1001	19	香菱线用于料理对决的桌子										
70710017	料理对决桌	ART/Others/SceneObj/SceneObj_Gear_Task_Desk02				1001	19	香菱线用于料理对决的桌子										
70710018	料理对决桌	ART/Others/SceneObj/SceneObj_Gear_Task_Desk01				1001	19	香菱线用于料理对决的桌子										
70710019	料理对决桌	ART/Others/SceneObj/SceneObj_Gear_Task_Desk02				1001	19	香菱线用于料理对决的桌子										
70710020	漂流瓶	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_FloatingBottle_01				1001	22	(TEST) 来自稻妻的漂流瓶用于璃月大世界任务	SceneObj_Gather_Default_Gather							Default_Item		
70710021	拾取	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	拾取	SceneObj_Quest_Interact_Point_01				1			SceneObj_Quest_Interact_Point_01		
70710022	拾取	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	拾取	SceneObj_Quest_Interact_Point_01				1			SceneObj_Quest_Interact_Point_01		
70710023	张望	ART/Others/SkillObj/SkillObj_EmptyGadget				1001	38	观察	SceneObj_Quest_Interact_Point_01				1			SceneObj_Quest_Interact_Point_01		
