RewardID	原石	摩拉	冒险阅历	角色经验	好感经验	树脂	Reward道具1ID	Reward道具1数量	Reward道具2ID	Reward道具2数量	Reward道具3ID	Reward道具3数量	Reward道具4ID	Reward道具4数量	Reward道具5ID	Reward道具5数量	Reward道具6ID	Reward道具6数量	Reward道具7ID	Reward道具7数量	Reward道具8ID	Reward道具8数量	Reward道具9ID	Reward道具9数量	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
111123							102	625	201	60	202	38100	104317	5	113021	1	0	0	104003	4	104013	8			3		1	
100312							100213	1	0	0	0	0													3		1	
100467		2500	125				100011	5	100064	10	100017	5	100062	5											3		1	
100470		2500	125				104011	5	0	0	0	0													3		1	
170651							202	10000	104013	3	0	0													3		1	
120100							224	1																	3		1	
171811							202	20000	104003	2	220018	1													3		1	
141402							202	10000	104002	4	220020	1													3		1	
171812							202	30000	104003	3	220021	1													3		1	
170143							202	10000	104002	4															3		1	
170144							202	30000	104003	3															3		1	
179008							220027	1																	1602			1
100469							102	100	201	20	202	5000	0	0	0	0	0	0	0	0	0	0			3		1	
120030							102	100	201	20	104012	3	0	0	0	0	0	0	0	0	0	0			3		1	
120031							102	100	201	20	104002	2	0	0	0	0	0	0	0	0	0	0			3		1	
122111							102	350	201	40	107006	1	0	0	0	0	0	0	0	0	0	0			3		1	
121003							102	150	201	20	57322	1	202	20000	0	0	0	0	0	0	0	0			3		1	
121004							102	400	201	50	107007	1	0	0	0	0	0	0	0	0	0	0			3		1	
121007							102	400	201	50	107007	1	0	0	0	0	0	0	0	0	0	0			3		1	
121009							102	150	201	20	109412	1	202	20000	0	0	0	0	0	0	0	0			3		1	
121015							102	100	201	20	104002	2	0	0	0	0	0	0	0	0	0	0			3		1	
121021							102	500	201	60	107007	1	0	0	0	0	0	0	0	0	0	0			3		1	
121020							102	250	201	30	202	30000	0	0	0	0	0	0	0	0	0	0			3		1	
121023							102	100	201	20	202	4000	0	0	0	0	0	0	0	0	0	0			3		1	
121024							102	250	201	30	104003	3	202	30000	0	0	0	0	0	0	0	0			3		1	
121022							102	200	201	30	59432	1	0	0	0	0	0	0	0	0	0	0			3		1	
121025							102	250	201	30	104002	6	0	0	0	0	0	0	0	0	0	0			3		1	
171005							102	450	201	50	202	200000	0	0	0	0	0	0	0	0	0	0			3		1	
171006							102	450	201	50	104003	2	202	30000	0	0	0	0	0	0	0	0			3		1	
171008							102	250	201	30	104003	2	104013	3	202	20000	0	0	0	0	0	0			3		1	
171012							102	500	201	60	104003	4	104013	6	202	60000	0	0	0	0	0	0			3		1	
171555							102	300	201	40	104003	2	202	10000	0	0	0	0	0	0	0	0			3		1	
171016							102	350	201	40	202	100000	0	0	0	0	0	0	0	0	0	0			3		1	
170141							102	500	201	60	104003	3	104013	3	202	30000	0	0	0	0	0	0			3		1	
170102							102	450	201	50	13409	1	221012	1	0	0	0	0	0	0	0	0			3		1	
170107							102	150	201	20	202	20000	0	0	0	0	0	0	0	0	0	0			3		1	
170104							102	300	201	40	104003	2	202	20000	0	0	0	0	0	0	0	0			3		1	
170108							102	300	201	40	104003	2	104013	3	202	30000	0	0	0	0	0	0			3		1	
170106							102	300	201	40	104003	4	104013	6	108206	5	0	0	0	0	0	0			3		1	
170121							102	400	201	50	104003	3	104013	6	202	40000	0	0	0	0	0	0			3		1	
170124							102	300	201	40	104003	2	104013	4	202	30000	0	0	0	0	0	0			3		1	
170128							102	200	201	30	202	7928	0	0	0	0	0	0	0	0	0	0			3		1	
171022							102	250	201	30	104003	3	104013	6	202	30000	0	0	0	0	0	0			3		1	
179000							102	350	201	40	202	20000	0	0	0	0	0	0	0	0	0	0			1602			1
179001							102	250	201	30	202	20000	0	0	0	0	0	0	0	0	0	0			1602			1
179004							102	350	201	40	104003	3	104013	6	202	30000	0	0	0	0	0	0			1602			1
179005							102	300	201	40	202	20000	0	0	0	0	0	0	0	0	0	0			1602			1
179003							102	300	201	40	104003	3	104013	4	202	20000	0	0	0	0	0	0			1602			1
179002							102	400	201	50	202	20000	0	0	0	0	0	0	0	0	0	0			1602			1
171800							102	100	202	50000	104003	5	100030	2	0	0									3		1	
120743							102	100	202	10000	104002	8	0	0	0	0									3		1	
120741							102	100	202	16000	104003	5	100057	5	0	0									3		1	
170801							102	100	202	20000	108046	5	0	0	0	0									3		1	
170810							102	100	202	30000	104003	4	0	0	0	0									3		1	
170821							102	100	202	20000	101003	12	0	0	0	0									3		1	
170812							102	100	202	20000	104003	6	108035	3	0	0									3		1	
120601							102	100	202	6000	104002	4	108005	5	0	0									3		1	
170816							102	100	202	6000	104002	4	108005	5	0	0									3		1	
120602							102	100	202	8000	104302	1	0	0	0	0									3		1	
120603							102	100	202	2000	104302	2	0	0	0	0									3		1	
170813							102	100	202	16000	104305	2	0	0	0	0									3		1	
171018							102	100	202	16000	104003	2	108075	5	0	0									3		1	
171014							102	100	202	30000	104003	2	0	0	0	0									3		1	
170814							102	100	202	20000	104003	4	104311	2	0	0									3		1	
170815							102	100	202	30000	104003	7	108129	5	0	0									3		1	
170822							102	100	202	50000	104003	5	0	0	0	0									3		1	
170823							102	100	202	16000	104003	3	100058	3	0	0									3		1	
170824							102	100	202	20000	108023	5	0	0	0	0									3		1	
170825							102	100	202	20000	104308	1	0	0	0	0									3		1	
171802							102	100	202	20000	104003	3	104314	3	0	0									3		1	
171020							102	100	202	20000	104003	6	108102	3	0	0									3		1	
120740							102	100	104003	5	100023	5	100055	5	100024	5									3		1	
171810							102	150	202	20000	104310	5	104313	5	104316	5									3		1	
171805							102	100	202	15000	104310	4	104313	4	104316	4									3		1	
171804							102	150	202	100000	104002	10	0	0	0	0									3		1	
171807							102	100	104003	8	100061	10	100064	10	100084	10									3		1	
171809							102	150	202	20000	104310	5	104313	5	104316	5									3		1	
171803							102	200	202	20000	104311	2	104314	2	104317	2									3		1	
171808							102	150	202	80000	104003	4	0	0	0	0									3		1	
171813							102	150	202	50000	104310	2	104313	2	104316	2									3		1	
171814							102	100	202	50000	104002	5	0	0	0	0									3		1	
171829							102	100	109451	1	202	20000	0	0	0	0									3		1	
210001							102	450	201	50	202	180000	108123	5											3		1	
210002							102	450	201	50															3		1	
125001		0					201	100	224	2	202	10000	0	0	0	0	0	0	0	0	0	0			3		1	
125003		1					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3		1	
125005		0					201	100	224	2	202	20000	0	0	0	0	0	0	0	0	0	0			3		1	
125007		1					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3		1	
125009		0					201	100	224	2	202	30000	0	0	0	0	0	0	0	0	0	0			3		1	
125011		0					201	100	224	2	202	40000	0	0	0	0	0	0	0	0	0	0			3		1	
125013		1					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			3		1	
200002							202	10000	0	0	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200003							202	10000	0	0	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200004							201	50	108032	5	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200005							202	10000	224	1	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200006							202	10000	108032	5	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200007							202	10000	60321	1	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200008							202	10000	60331	1	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200009							202	10000	60341	1	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200010							202	10000	11406	1	0	0	104012	3	104001	5	0	0	0	0	0	0			8		1	
200011							202	15000	60311	1	0	0	104012	5	104002	5	0	0	0	0	0	0			8		1	
200012							201	50	0	0	107009	1	104012	5	104002	5	0	0	0	0	0	0			8		1	
200013							202	15000	224	1	0	0	104012	5	104002	5	0	0	0	0	0	0			8		1	
200014							202	15000	0	0	107009	1	104012	5	104002	5	0	0	0	0	0	0			8		1	
200015							202	15000	104101	1	0	0	104012	5	104002	5	0	0	0	0	0	0			8		1	
200016							202	15000	0	0	107009	1	104012	5	104002	5	0	0	0	0	0	0			8		1	
200017							202	20000	51312	1	0	0	104012	5	104002	5	0	0	0	0	0	0			8		1	
200018							202	20000	0	0	107009	1	104012	5	104002	5	0	0	0	0	0	0			8		1	
200019							202	20000	51322	1	0	0	104012	5	104002	5	0	0	0	0	0	0			8		1	
200020							201	75	224	1	107009	1	104012	5	104002	5	0	0	0	0	0	0			8		1	
200021							202	25000	51332	1	107009	1	104013	4	104002	10	0	0	0	0	0	0			8		1	
200022							202	25000	51342	1	107009	1	104013	4	104002	10	0	0	0	0	0	0			8		1	
200023							202	25000	51352	1	107009	1	104112	1	104152	1	0	0	0	0	0	0			8		1	
200024							202	25000	224	1	107009	1	104122	1	104142	1	0	0	0	0	0	0			8		1	
200025							202	25000	104102	3	107009	2	104162	1	104172	1	0	0	0	0	0	0			8		1	
200026							202	30000	104102	2	107009	1	104013	4	104002	10	0	0	0	0	0	0			8		1	
200027							202	30000	915	1	107009	2	104013	4	104002	10	0	0	0	0	0	0			8		1	
200028							201	75	104102	2	107009	1	104112	2	104152	2	0	0	0	0	0	0			8		1	
200029							202	30000	62412	1	107009	2	104122	2	104142	2	0	0	0	0	0	0			8		1	
200030							202	30000	104102	2	107009	2	104162	2	104172	2	0	0	0	0	0	0			8		1	
200031							202	40000	62422	1	107009	2	104013	8	104003	6	0	0	0	0	0	0			8		1	
200032							201	100	62432	1	107009	2	104013	8	104003	6	0	0	0	0	0	0			8		1	
200033							202	40000	224	1	107009	2	104013	8	104003	6	0	0	0	0	0	0			8		1	
200034							202	40000	62442	1	107009	2	104013	8	104003	6	0	0	0	0	0	0			8		1	
200035							202	40000	104103	3	107009	2	104013	8	104003	6	0	0	0	0	0	0			8		1	
200036							201	100	62452	1	107009	2	104013	12	104003	9	0	0	0	0	0	0			8		1	
200037							202	50000	915	1	107009	2	104013	12	104003	9	0	0	0	0	0	0			8		1	
200038							202	50000	104103	3	107009	2	104013	12	104003	9	0	0	0	0	0	0			8		1	
200039							202	50000	224	1	107009	2	104013	12	104003	9	0	0	0	0	0	0			8		1	
200040							201	100	104103	3	107009	2	104013	12	104003	9	0	0	0	0	0	0			8		1	
200041							202	50000	104104	2	107009	2	104013	16	104003	12	0	0	0	0	0	0			8		1	
200042							202	50000	104104	2	107009	2	104013	16	104003	12	0	0	0	0	0	0			8		1	
200043							202	50000	81513	1	107009	2	104013	16	104003	12	0	0	0	0	0	0			8		1	
200044							202	50000	224	1	107009	2	104013	16	104003	12	0	0	0	0	0	0			8		1	
200045							201	125	104104	2	107009	2	104013	16	104003	12	0	0	0	0	0	0			8		1	
200046							202	50000	915	1	107009	2	104013	20	104003	15	0	0	0	0	0	0			8		1	
200047							202	50000	81523	1	107009	2	104013	20	104003	15	0	0	0	0	0	0			8		1	
200048							202	50000	81533	1	107009	2	104013	20	104003	15	0	0	0	0	0	0			8		1	
200049							202	50000	81543	1	107009	2	104013	20	104003	15	0	0	0	0	0	0			8		1	
200050							201	125	224	1	107009	2	104013	20	104003	15	0	0	0	0	0	0			8		1	
200051							202	50000	81553	1	107009	2	104013	25	104003	18	0	0	0	0	0	0			8		1	
200052							202	50000	224	1	107009	2	104013	25	104003	18	0	0	0	0	0	0			8		1	
200053							202	50000	224	1	107009	2	104013	25	104003	18	0	0	0	0	0	0			8		1	
200054							202	50000	224	1	107009	2	104013	25	104003	18	0	0	0	0	0	0			8		1	
200055							201	150	224	1	107009	2	104013	25	104003	18	0	0	0	0	0	0			8		1	
200056							202	50000	224	1	107009	2	104013	30	104003	21	0	0	0	0	0	0			8		1	
200057							202	50000	224	1	107009	2	104013	30	104003	21	0	0	0	0	0	0			8		1	
200058							202	50000	224	1	107009	2	104013	30	104003	21	0	0	0	0	0	0			8		1	
200059							202	50000	224	1	107009	2	104013	30	104003	21	0	0	0	0	0	0			8		1	
200060							201	150	224	3	107009	2	104013	30	104003	21	0	0	0	0	0	0			8		1	
210311							102	40	201	10	305	5	0	0	0	0	0	0	0	0	0	0			4		1	
210312							102	80	201	10	305	5	0	0	0	0	0	0	0	0	0	0			4		1	
210313							102	120	201	10	305	5	0	0	0	0	0	0	0	0	0	0			4		1	
210314							102	160	201	10	305	5	0	0	0	0	0	0	0	0	0	0			4		1	
210315							102	200	201	10	305	10	0	0	0	0	0	0	0	0	0	0			4		1	
210316							102	240	201	10	305	10	0	0	0	0	0	0	0	0	0	0			4		1	
210317							102	280	201	10	305	10	0	0	0	0	0	0	0	0	0	0			4		1	
210318							102	320	201	10	305	15	0	0	0	0	0	0	0	0	0	0			4		1	
210319							102	360	201	10	305	15	0	0	0	0	0	0	0	0	0	0			4		1	
210320							102	400	201	10	305	15	0	0	0	0	0	0	0	0	0	0			4		1	
210321							102	40	201	10	307	5	0	0	0	0	0	0	0	0	0	0			4		1	
210322							102	80	201	10	307	5	100533	1	0	0	0	0	0	0	0	0			4		1	
210323							102	120	201	10	307	5	100533	1	0	0	0	0	0	0	0	0			4		1	
210324							102	160	201	10	307	5	100533	1	0	0	0	0	0	0	0	0			4		1	
210325							102	200	201	10	307	10	100533	1	0	0	0	0	0	0	0	0			4		1	
210326							102	240	201	10	307	10	100533	1	0	0	0	0	0	0	0	0			4		1	
210327							102	280	201	10	307	10	100533	1	0	0	0	0	0	0	0	0			4		1	
210328							102	320	201	10	307	15	100533	1	0	0	0	0	0	0	0	0			4		1	
210329							102	360	201	10	307	15	100533	1	0	0	0	0	0	0	0	0			4		1	
210330							102	400	201	10	307	15	100533	1	0	0	0	0	0	0	0	0			4		1	
220310			10																						5			
220311	5		50																						5			
220401	5		50																						6		1	
220402	5		50																						6		1	
220403	5		50																						6		1	
220404	5		50																						6		1	
220405	5		50																						6		1	
220406	5		50																						6		1	
220407	5		50																						6		1	
220408	5		50																						6		1	
220409	5		50																						6		1	
220410	5		50																						6		1	
220411	5		50																						6		1	
220412	5		50																						6		1	
220413	5		50																						6		1	
220414	5		50																						6		1	
220415	5		50																						6		1	
225001							107001	1																	74		1	
226001							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226002							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226003							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226004							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226005							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226006							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226007							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
226008							104002	2	104013	2	202	10000	0	0	0	0	0	0	0	0	0	0			74		1	
230000							201	40	102	200	107006	1	55312	1	0	0	104002	3	104013	1	202	10000			74		1	
230001							201	40	102	300	107006	1	55332	1	109303	1	104002	4	104013	2	202	15000			74		1	
230002							201	40	102	400	107006	1	55342	1	0	0	104002	6	104013	3	202	20000			74		1	
230003							201	40	102	500	107006	1	55352	1	109204	1	104003	2	104013	4	202	25000			74		1	
230004							201	40	102	500	107007	1	104311	2	52452	1	104003	2	104013	4	202	30000			74		1	
230005							201	40	102	500	107007	1	104314	2	52432	1	104003	2	104013	4	202	35000			74		1	
230006							201	40	102	500	107007	1	104317	2	52412	1	104003	3	104013	5	202	40000			74		1	
