ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID
50011501	风鹰剑	ART/Equip/AvatarEquip/Equip_Sword_Falcon/Equip_Sword_Falcon				0	8	Equip_Sword_Falcon	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011502	天空之刃	ART/Equip/AvatarEquip/Equip_Sword_Dvalin/Equip_Sword_Dvalin				0	8	Equip_Sword_Dvalin	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011503	苍古自由之誓	ART/Equip/AvatarEquip/Equip_Sword_Widsith/Equip_Sword_Widsith				0	8	Equip_Sword_Widsith	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011504	斫峰之刃	ART/Equip/AvatarEquip/Equip_Sword_Kunwu/Equip_Sword_Kunwu				0	8	Equip_Sword_Kunwu	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011505	磐岩结绿	ART/Equip/AvatarEquip/Equip_Sword_Morax/Equip_Sword_Morax				0	8	Equip_Sword_Morax	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011506	凭虚	ART/Equip/AvatarEquip/Equip_Sword_Transcend/Equip_Sword_Transcend				0	8	Equip_Sword_Transcend	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011507	北风的早成	ART/Equip/AvatarEquip/Equip_Sword_Boreas/Equip_Sword_Boreas				0	8	Equip_Sword_Boreas	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50011508	靖世石心	ART/Equip/AvatarEquip/Equip_Sword_Pillars/Equip_Sword_Pillars				0	8	Equip_Sword_Pillars	Weapon_Sword_Metal		1	1				Lv5_Weapon		
50012101	训练大剑	ART/Equip/AvatarEquip/Equip_Claymore_Aniki/Equip_Claymore_Aniki				0	8	Equip_Claymore_Aniki	Weapon_Claymore_Metal		1	1				Lv1_Weapon		
50012201	佣兵重剑	ART/Equip/AvatarEquip/Equip_Claymore_Oyaji/Equip_Claymore_Oyaji				0	8	Equip_Claymore_Oyaji	Weapon_Claymore_Metal		1	1				Lv2_Weapon		
50012301	铁影阔剑	ART/Equip/AvatarEquip/Equip_Claymore_Glaive/Equip_Claymore_Glaive				0	8	Equip_Claymore_Glaive	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012302	沐浴龙血的剑	ART/Equip/AvatarEquip/Equip_Claymore_Siegfry/Equip_Claymore_Siegfry				0	8	Equip_Claymore_Siegfry	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012303	白铁大剑	ART/Equip/AvatarEquip/Equip_Claymore_Tin/Equip_Claymore_Tin				0	8	Equip_Claymore_Tin	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012304	石英大剑	ART/Equip/AvatarEquip/Equip_Claymore_Quartz/Equip_Claymore_Quartz				0	8	Equip_Claymore_Quartz	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012305	以理服人	ART/Equip/AvatarEquip/Equip_Claymore_Reasoning/Equip_Claymore_Reasoning				0	8	Equip_Claymore_Reasoning	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012306	飞天大御剑	ART/Equip/AvatarEquip/Equip_Claymore_Mitsurugi/Equip_Claymore_Mitsurugi				0	8	Equip_Claymore_Mitsurugi	Weapon_Claymore_Metal		1	1				Lv3_Weapon		
50012401	西风大剑	ART/Equip/AvatarEquip/Equip_Claymore_Zephyrus/Equip_Claymore_Zephyrus				0	8	Equip_Claymore_Zephyrus	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012402	钟剑	ART/Equip/AvatarEquip/Equip_Claymore_Troupe/Equip_Claymore_Troupe				0	8	Equip_Claymore_Troupe	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012403	祭礼大剑	ART/Equip/AvatarEquip/Equip_Claymore_Fossil/Equip_Claymore_Fossil				0	8	Equip_Claymore_Fossil	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012404	宗室大剑	ART/Equip/AvatarEquip/Equip_Claymore_Theocrat/Equip_Claymore_Theocrat				0	8	Equip_Claymore_Theocrat	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012405	雨裁	ART/Equip/AvatarEquip/Equip_Claymore_Perdue/Equip_Claymore_Perdue				0	8	Equip_Claymore_Perdue	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012406	试作古华	ART/Equip/AvatarEquip/Equip_Claymore_Proto/Equip_Claymore_Proto				0	8	Equip_Claymore_Proto	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012407	白影剑	ART/Equip/AvatarEquip/Equip_Claymore_Exotic/Equip_Claymore_Exotic				0	8	Equip_Claymore_Exotic	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012408	黑岩斩刀	ART/Equip/AvatarEquip/Equip_Claymore_Blackrock/Equip_Claymore_Blackrock				0	8	Equip_Claymore_Blackrock	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012409	螭骨剑	ART/Equip/AvatarEquip/Equip_Claymore_Kione/Equip_Claymore_Kione				0	8	Equip_Claymore_Kione	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012410	千岩古剑	ART/Equip/AvatarEquip/Equip_Claymore_Lapis/Equip_Claymore_Lapis				0	8	Equip_Claymore_Lapis	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012411	雪葬的星银	ART/Equip/AvatarEquip/Equip_Claymore_Dragonfell/Equip_Claymore_Dragonfell				0	8	Equip_Claymore_Dragonfell	Weapon_Claymore_Metal		1	1				Lv4_Weapon		
50012501	天空之傲	ART/Equip/AvatarEquip/Equip_Claymore_Dvalin/Equip_Claymore_Dvalin				0	8	Equip_Claymore_Dvalin	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012502	狼的末路	ART/Equip/AvatarEquip/Equip_Claymore_Wolfmound/Equip_Claymore_Wolfmound				0	8	Equip_Claymore_Wolfmound	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012503	松籁响起之时	ART/Equip/AvatarEquip/Equip_Claymore_Widsith/Equip_Claymore_Widsith				0	8	Equip_Claymore_Widsith	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012504	无工之剑	ART/Equip/AvatarEquip/Equip_Claymore_Kunwu/Equip_Claymore_Kunwu				0	8	Equip_Claymore_Kunwu	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012505	砥厄鱼	ART/Equip/AvatarEquip/Equip_Claymore_Morax/Equip_Claymore_Morax				0	8	Equip_Claymore_Morax	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012506	异史	ART/Equip/AvatarEquip/Equip_Claymore_Appease/Equip_Claymore_Appease				0	8	Equip_Claymore_Appease	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50012508	千年月光	ART/Equip/AvatarEquip/Equip_Claymore_Moonlight/Equip_Claymore_Moonlight				0	8	Equip_Claymore_Moonlight	Weapon_Claymore_Metal		1	1				Lv5_Weapon		
50013101	新手长枪	ART/Equip/AvatarEquip/Equip_Pole_Gewalt/Equip_Pole_Gewalt				0	8	Equip_Pole_Gewalt	Weapon_Pole_Metal		1	1				Lv1_Weapon		
50013201	铁尖枪	ART/Equip/AvatarEquip/Equip_Pole_Rod/Equip_Pole_Rod				0	8	Equip_Pole_Rod	Weapon_Pole_Metal		1	1				Lv2_Weapon		
50013301	白缨枪	ART/Equip/AvatarEquip/Equip_Pole_Ruby/Equip_Pole_Ruby				0	8	Equip_Pole_Ruby	Weapon_Pole_Metal		1	1				Lv3_Weapon		
50013302	钺矛	ART/Equip/AvatarEquip/Equip_Pole_Halberd/Equip_Pole_Halberd				0	8	Equip_Pole_Halberd	Weapon_Pole_Metal		1	1				Lv3_Weapon		
50013303	黑缨枪	ART/Equip/AvatarEquip/Equip_Pole_Noire/Equip_Pole_Noire				0	8	Equip_Pole_Noire	Weapon_Pole_Metal		1	1				Lv3_Weapon		
50013304	「旗杆」	ART/Equip/AvatarEquip/Equip_Pole_Flagpole/Equip_Pole_Flagpole				0	8	Equip_Pole_Flagpole	Weapon_Pole_Metal		1	1				Lv3_Weapon		
50013401	匣里灭辰	ART/Equip/AvatarEquip/Equip_Pole_Stardust/Equip_Pole_Stardust				0	8	Equip_Pole_Stardust	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013402	试作星镰	ART/Equip/AvatarEquip/Equip_Pole_Proto/Equip_Pole_Proto				0	8	Equip_Pole_Proto	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013403	流月针	ART/Equip/AvatarEquip/Equip_Pole_Exotic/Equip_Pole_Exotic				0	8	Equip_Pole_Exotic	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013404	黑岩刺枪	ART/Equip/AvatarEquip/Equip_Pole_Blackrock/Equip_Pole_Blackrock				0	8	Equip_Pole_Blackrock	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013405	决斗之枪	ART/Equip/AvatarEquip/Equip_Pole_Gladiator/Equip_Pole_Gladiator				0	8	Equip_Pole_Gladiator	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013406	千岩长枪	ART/Equip/AvatarEquip/Equip_Pole_Lapis/Equip_Pole_Lapis				0	8	Equip_Pole_Lapis	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013407	西风长枪	ART/Equip/AvatarEquip/Equip_Pole_Zephyrus/Equip_Pole_Zephyrus				0	8	Equip_Pole_Zephyrus	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013408	宗室猎枪	ART/Equip/AvatarEquip/Equip_Pole_Theocrat/Equip_Pole_Theocrat				0	8	Equip_Pole_Theocrat	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013409	龙脊长枪	ART/Equip/AvatarEquip/Equip_Pole_Everfrost/Equip_Pole_Everfrost				0	8	Equip_Pole_Everfrost	Weapon_Pole_Metal		1	1				Lv4_Weapon		
50013501	护摩之杖	ART/Equip/AvatarEquip/Equip_Pole_Homa/Equip_Pole_Homa				0	8	Equip_Pole_Homa	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50013502	天空之脊	ART/Equip/AvatarEquip/Equip_Pole_Dvalin/Equip_Pole_Dvalin				0	8	Equip_Pole_Dvalin	Weapon_Pole_Metal		1	1				Lv5_Weapon		
50013503	歌中刻印之事	ART/Equip/AvatarEquip/Equip_Pole_Widsith/Equip_Pole_Widsith				0	8	Equip_Pole_Widsith	Weapon_Pole_Metal		1	1				Lv5_Weapon		
