ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID	ChainID
70120005	风龙地城入口	ART/Effect/SceneInteractive/Eff_Stages_DvalinDungeonEntry_Idle				0	15	风龙副本入口特效	DungeonEntry_Dvalin					1				
70120006	临时地城入口	ART/Others/SceneObj/SceneObj_DungeonEntry_Temp				5001	15	临时地城特效	SceneObj_Resident_DungeonEntry_Temp		1							
70120007	临时地城入口（3D）	ART/Others/SceneObj/SceneObj_DungeonEntry_Temp				5001	15	临时地城特效（3D）	SceneObj_Resident_DungeonEntry_Temp_3d		1							
70120008	爬塔地城门	ART/Others/SceneObj/SceneObj_Gear_Property_Build_DungeonEntery_04				5001	15	爬塔地城门	SceneObj_Resident_DungeonEntry_MengDe03		1			2				
70130001	风车	ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_01				5001	19	风车	Windmill	1				2				
70130002	风车02	ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_02				5001	19	风车02	Windmill	1				2				
70130003	风车03	ART/Others/Gadget/SceneObject/Other/SceneObj_Other_Property_Build_Windmill_03				5001	19	垂直向风车	Windmill	1				2				
70130004	炼金台	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_AlchemyTable_01				5001	19	各城市合成用炼金台										
70130005	炼金台	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_AlchemyTable_02				5001	19	海岛合成用炼金台										
70200011	HealingBarrel	ART/Others/SceneObj/SceneObj_HealingBarrel				5001	19	回血点	HealingBarrel							Default_Item		
70210001	粗糙的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox01				5001	26	小型宝箱	SceneObj_Chest_NormalChest		1		1	1	Chest_Interact	Default_Item		
70210002	普通的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox02				5001	26	中型宝箱	SceneObj_Chest_NormalChest		1		1	1	Chest_Interact	Default_Item		
70210003	精致的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox03				5001	26	大型宝箱	SceneObj_Chest_NormalChest		1		1	1	Chest_Interact	Default_Item		
70210004	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox04				5001	26	精致宝箱	SceneObj_Chest_NormalChest		1		1	1	Chest_Interact	Default_Item		
70210005	华丽的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox05				5001	26	豪华宝箱	SceneObj_Chest_NormalChest		1		1	1	Chest_Interact	Default_Item		
70210006	精致的宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox03				5001	26	黄金宝箱（远观）	SceneObj_Chest_NormalChest		1		1		Chest_Interact	Default_Item		
70210007	FM-测试宝箱	ART/Others/SceneObj/SceneObj_Item_Treasurebox05				5001	26	新型测试宝箱	SceneObj_Chest_Test_FM02	1	1		1		Chest_Interact	Default_Item		
70210008	跌落宝箱测试	ART/Others/SceneObj/SceneObj_Item_Treasurebox_Dorp01				5001	26	小型宝箱	SceneObj_Chest_Drop_Chest		1		1	1	Chest_Drop_Interact	Default_Item		
70210011	粗糙的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Default				5001	26	粗糙宝箱-Default	SceneObj_Chest_Default_Lv1		1		1	2				
70210012	粗糙的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Locked				5001	26	粗糙宝箱-Locked	SceneObj_Chest_Locked_Lv1		1		1	2				
70210013	粗糙的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Bramble				5001	26	粗糙宝箱-Bramble	SceneObj_Chest_Bramble_Lv1		1		1	2	Chest_Interact			
70210014	粗糙的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox01_Frozen				5001	26	粗糙宝箱-Frozen	SceneObj_Chest_Frozen_Lv1		1		1	2	Chest_Interact			
70210021	普通的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default				5001	26	普通的宝箱-Default	SceneObj_Chest_Default_Lv2		1		1	2				
70210022	普通的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked				5001	26	普通的宝箱-Locked	SceneObj_Chest_Locked_Lv2		1		1	2				
70210023	普通的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Bramble				5001	26	普通的宝箱-Bramble	SceneObj_Chest_Bramble_Lv2		1		1	2	Chest_Interact			
70210024	普通的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Frozen				5001	26	普通的宝箱-Frozen	SceneObj_Chest_Frozen_Lv2		1		1	2	Chest_Interact			
70210031	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Default				5001	26	精致的宝箱-Default	SceneObj_Chest_Default_Lv3		1		1	2				
70210032	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Locked				5001	26	精致的宝箱-Locked	SceneObj_Chest_Locked_Lv3		1		1	2				
70210033	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Bramble				5001	26	精致的宝箱-Bramble	SceneObj_Chest_Bramble_Lv3		1		1	2	Chest_Interact			
70210034	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox03_Frozen				5001	26	精致的宝箱-Frozen	SceneObj_Chest_Frozen_Lv3		1		1	2	Chest_Interact			
70210041	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	珍贵的宝箱-Default	SceneObj_Chest_Default_Lv4		1		1	2				
70210042	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked				5001	26	珍贵的宝箱-Locked	SceneObj_Chest_Locked_Lv4		1		1	2				
70210043	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Bramble				5001	26	珍贵的宝箱-Bramble	SceneObj_Chest_Bramble_Lv4		1		1	2	Chest_Interact			
70210044	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Frozen				5001	26	珍贵的宝箱-Frozen	SceneObj_Chest_Frozen_Lv4		1		1	2	Chest_Interact			
70210051	华丽的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Default				5001	26	华丽的宝箱-Default	SceneObj_Chest_Default_Lv5		1		1	2				
70210052	华丽的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Locked				5001	26	华丽的宝箱-Locked	SceneObj_Chest_Locked_Lv5		1		1	2				
70210053	华丽的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Bramble				5001	26	华丽的宝箱-Bramble	SceneObj_Chest_Bramble_Lv5		1		1	2	Chest_Interact			
70210054	华丽的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox05_Frozen				5001	26	华丽的宝箱-Frozen	SceneObj_Chest_Frozen_Lv5		1		1	2	Chest_Interact			
70210055	土元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Rock				5001	19	土元素峭壁符文	SceneObj_Gear_Other_ElementRune_Rock		1				ElementRune	Default_Item		
70210056	跟随宝箱	ART/Others/SceneObj/SceneObj_Item_Followmove_Treasurebox				5001	26	小型宝箱	SceneObj_Chest_FollowMove_Chest	1	1		1	1	Chest_Interact	Default_Item		
70210057	水元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Water				5001	19	水元素峭壁符文	SceneObj_Gear_Other_ElementRune_Water		1				ElementRune	Default_Item		
70210058	火元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Fire				5001	19	火元素峭壁符文	SceneObj_Gear_Other_ElementRune_Fire		1				ElementRune	Default_Item		
70210059	风元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Wind				5001	19	风元素峭壁符文	SceneObj_Gear_Other_ElementRune_Wind		1				ElementRune	Default_Item		
70210060	雷元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Elecric				5001	19	雷元素峭壁符文	SceneObj_Gear_Other_ElementRune_Electric		1				ElementRune	Default_Item		
70210061	草元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Grass				5001	19	草元素峭壁符文	SceneObj_Gear_Other_ElementRune_Grass		1				ElementRune	Default_Item		
70210062	冰元素峭壁符文	ART/Others/SceneObj/SceneObj_Gear_Rune_Ice				5001	19	冰元素峭壁符文	SceneObj_Gear_Other_ElementRune_Ice		1				ElementRune	Default_Item		
70210063	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Rock				5001	26	普通的宝箱-Rock	SceneObj_Chest_Rock_Lv1		1		1		Chest_Interact			
70210101	调查	ART/Others/SceneObj/SceneObj_Item_SearchPoint				5001	26	搜刮	SearchPoint				1			Default_Item		
70210102	调查	ART/Effect/SceneInteractive/Eff_Quest_SiteInteract				5001	26	任务用调查	SearchPoint				1			Default_Item		
70210103	驱散迷雾	ART/Effect/SceneInteractive/Eff_Quest_ElementSmoke				5001	19	任务用风驱散迷雾	SceneObj_CombatInteraction_ElementSmoke		1			1		Default_Item		
70210104	调查	ART/Others/SceneObj/SceneObj_WorldArea_Operator				5001	26	无特效调查点	SearchPoint_Invisible				1					
70210105	调查	ART/Others/SceneObj/SceneObj_Item_Searchpoint_OnWater				5001	26	水上调查点	SearchPoint_OnWater				1					
70210106	接触征讨之花	ART/Others/SceneObj/SceneObj_Gear_Property_Prop_FloraChest_01				5001	26	花宝箱	SceneObj_Chest_Flora				1					
70210107	调查	ART/Others/SceneObj/SceneObj_Chest_Property_Prop_Search_Point				5001	26	岩调查点	SearchPoint_Rock				1			Default_Item		
70210108	调查	ART/Others/SceneObj/SceneObj_Chest_Property_Prop_Search_Point02				5001	26	岩调查点 异色版	SearchPoint_Rock				1			Default_Item		
70210109	接触地脉之花	ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_FloraChest_01_Mora				5001	26	摩拉之花	SceneObj_Chest_Flora				1					
70210110	接触地脉之花	ART/Others/Gadget/SceneObject/Gear/SceneObj_Gear_Property_Prop_FloraChest_01_Avatar				5001	26	武器之花	SceneObj_Chest_Flora				1					
70210111	接触龙之凝块	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_DragonspineChest_01				5001	26	凝块就凝块吧	SceneObj_Chest_Flora				1					
70210112	驱散迷雾(正式)	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Prop_ElementSmokeFormal_01				5001	19	任务用风驱散迷雾(正式)	SceneObj_Area_Common_Property_Prop_ElementSmokeFormal_01		1			1		Default_Item		
70210113	开启	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_HeroTreasure_01				5001	26	龙之凝块，英雄王版	SceneObj_Chest_Hero		1		1		SetGadgetState			
70210114	开启	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Ljxs_Property_Prop_HeroTreasure_01				5001	47	龙之凝块，活动英雄王版	SceneObj_Chest_Hero_02		1		1		SetGadgetState			
70210115	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	高级宝箱（班尼特Coop用）	SceneObj_Chest_Default_Lv4		1		1					
70210116	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker				5001	26	超级解谜宝箱Lock（班尼特Coop地城用）	SceneObj_Chest_Locked_Lv5		1		1	1				
70211001	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01				5001	26	低级战斗宝箱Default	SceneObj_Chest_Default_Lv1		1		1					
70211002	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker				5001	26	低级战斗宝箱Lock	SceneObj_Chest_Locked_Lv1		1		1	1				
70211011	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default				5001	26	中级战斗宝箱Default	SceneObj_Chest_Default_Lv2		1		1					
70211012	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked				5001	26	中级战斗宝箱Lock	SceneObj_Chest_Locked_Lv2		1		1	1				
70211021	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	高级战斗宝箱Default	SceneObj_Chest_Default_Lv4		1		1					
70211022	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked				5001	26	高级战斗宝箱Lock	SceneObj_Chest_Locked_Lv4		1		1	1				
70211031	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05				5001	26	超级战斗宝箱Default	SceneObj_Chest_Default_Lv5		1		1					
70211032	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker				5001	26	超级战斗宝箱Lock	SceneObj_Chest_Locked_Lv5		1		1	1				
70211101	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01				5001	26	低级解谜宝箱Default	SceneObj_Chest_Default_Lv1		1		1					
70211102	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker				5001	26	低级解谜宝箱Lock	SceneObj_Chest_Locked_Lv1		1		1	1				
70211103	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Bramble				5001	26	低级解谜宝箱Bramble	SceneObj_Chest_Bramble_Lv1		1		1		Chest_Interact			
70211104	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Frozen				5001	26	低级解谜宝箱Frozen	SceneObj_Chest_Frozen_Lv1		1		1		Chest_Interact			
70211111	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default				5001	26	中级解谜宝箱Default	SceneObj_Chest_Default_Lv2		1		1					
70211112	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked				5001	26	中级解谜宝箱Lock	SceneObj_Chest_Locked_Lv2		1		1	1				
70211121	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	高级解谜宝箱Default	SceneObj_Chest_Default_Lv4		1		1					
70211122	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked				5001	26	高级解谜宝箱Lock	SceneObj_Chest_Locked_Lv4		1		1	1				
70211123	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	高级解谜宝箱Default	SceneObj_Chest_Default_Lv4		1		1	1				
70211131	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05				5001	26	超级解谜宝箱Default	SceneObj_Chest_Default_Lv5		1		1					
70211132	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker				5001	26	超级解谜宝箱Lock	SceneObj_Chest_Locked_Lv5		1		1	1				
70211141	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01				5001	26	普通的绯红玉髓宝箱Default	SceneObj_EssenceChest_Default_Lv1		1		1					
70211142	普通的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_01_Locker				5001	26	普通的绯红玉髓宝箱Lock	SceneObj_EssenceChest_Locked_Lv1		1		1	1				
70211143	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Default				5001	26	精致的绯红玉髓宝箱Default	SceneObj_EssenceChest_Default_Lv2		1		1					
70211144	精致的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox02_Locked				5001	26	精致的绯红玉髓宝箱Lock	SceneObj_EssenceChest_Locked_Lv2		1		1	1				
70211145	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	珍贵的绯红玉髓宝箱Default	SceneObj_EssenceChest_Default_Lv4		1		1					
70211146	珍贵的宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Locked				5001	26	珍贵的绯红玉髓宝箱Lock	SceneObj_EssenceChest_Locked_Lv4		1		1	1				
70211147	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05				5001	26	华丽的绯红玉髓宝箱Default	SceneObj_EssenceChest_Default_Lv5		1		1					
70211148	华丽的宝箱	ART/Others/Gadget/SceneObject/Chest/SceneObj_Stages_Property_Ani_Prop_TreasureBox_05_Locker				5001	26	华丽的绯红玉髓宝箱Lock	SceneObj_EssenceChest_Locked_Lv5		1		1	1				
70216666	曲线测试	ART/Others/SceneObj/SceneObj_Chest_DropTest				5001	26	宝箱掉落曲线测试	SceneObj_Chest_DropTest				1					
70217001	飞天大御剑	ART/Others/SceneObj/SceneObj_Chest_Calibur_Mitsurugi				5001	26	石中剑宝箱	SceneObj_Chest_Calibur_Mitsurugi				1	1				
70217002	黑缨枪	ART/Others/SceneObj/SceneObj_Chest_Carlibur_Noire				5001	26	石中剑宝箱	SceneObj_Chest_Carlibur_Noire				1	1				
70217003	温迪线的剑	ART/Others/SceneObj/SceneObj_Chest_Wendy_Sword				5001	19	破旧的剑	SceneObj_Chest_Wendy_Sword					1		Default_Item		
70217004	旅行剑	ART/Others/SceneObj/SceneObj_Chest_Carlibur_Traveler				5001	26	石中剑宝箱	SceneObj_Chest_Carlibur_Noire				1	1				
70217005	宗室之花	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Relic_01				5001	26	圣遗物宝箱	SceneObj_Chest_Relic				1	4				
70217006	藏宝图宝箱	ART/Others/SceneObj/SceneObj_Chest_TreasureBox04_Default				5001	26	藏宝图宝箱	SceneObj_Chest_TreasureMap		1		1					
70217007	雪葬的星银	ART/Others/Gadget/SceneObject/Chest/SceneObj_Area_Ljxs_Property_Prop_ChestClaymoreDragonfell_01				5001	26	雪葬的星银宝箱	SceneObj_Area_Ljxs_Property_Prop_ChestClaymoreDragonfell_01				1					
70220001	落叶堆	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Leavestacks_01				5001	19	落叶堆	SceneObj_Environment_GrassMaterial_LeaveStacks		1		1			Default_Item		
70220002	落叶地毯	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_LeafBlanket_01				5001	19	树叶毯子	SceneObj_Environment_GrassMaterial_LeafBlanket		1		1			Default_Item		
70220003	小型荆棘墙	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_BrambleWall_01				5001	19	5米宽的荆棘	SceneObj_Environment_WoodenMaterial_BrambleWall01		1		1			Default_Item		
70220004	爆炸果实	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_PumpkinBomb_02				5003	19	爆炸果实	SceneObj_CombatInteraction_PumpkinBomb				1			Default_Item		
70220005	炸药桶	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Bombbarrel_01				5001	19	炸药桶	SceneObj_CombatInteraction_BombBox	1						Default_Item		
70220034	琴线特殊炸药桶	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Bombbarrel_01				5001	19	炸药桶	SceneObj_CombatInteraction_BombBox01	1						Default_Item		
70220006	石柱	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StonePillar_01				5001	19	石柱	SceneObj_Environment_Rock_StonePillar		1					Default_Item		
70220007	石墙	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StoneWall_01				5001	19	石墙	SceneObj_Environment_Rock_StoneWall		1					Default_Item		
70220008	碎石堆	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StonePile_01				5001	19	碎石堆	SceneObj_Environment_Rock_StonePile		1					Default_Item		
70220009	石块	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_Stone_01				5001	19	石块	SceneObj_Environment_Rock_Stone	1						Default_Item		
70220010	水琥珀	ART/Others/Gadget/SceneObject/Stone/SceneObj_Area_Common_Property_Ani_Stone_AmberWater_01				5001	19	水琥珀	SceneObj_Amber_WaterAmber		1		1			Default_Item		
70220011	风琥珀	ART/Others/Gadget/SceneObject/Item/SceneObj_Item_Property_Prop_Amber_Wind_01				5001	33	风琥珀	SceneObj_Amber_WindAmber		1					Default_Item		
70220012	风琥珀（未激活）	ART/Others/SceneObj/SceneObj_Amber_Wind_Inactive				5001	33	风琥珀	SceneObj_Amber_WindAmber_Inactive							Default_Item		
70220013	丘丘人木箱	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_HiliWoodenBox_01				5003	19	丘丘人木箱	SceneObj_Environment_WoodenMaterial_WoodenObject		1			4	SubfieldDrop_WoodenObject_Broken	Default_Item		
70220014	丘丘人木桶	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_HiliWoodenBarrel_01				5003	19	丘丘人木桶	SceneObj_Environment_WoodenMaterial_WoodenObject					4	SubfieldDrop_WoodenObject_Broken	Default_Item		
70220015	草垛	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Grassstacks_01				5003	19	草垛	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4		Default_Item		
70220016	草垛02	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Grassstacks_02				5003	19	草垛02	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4		Default_Item		
70220017	木柴堆	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_Firewoodstacks_01				5003	19	木柴堆	SceneObj_Environment_WoodenMaterial_FirewoodStacks		1		1	4		Default_Item		
70220018	石柱_不可攀爬	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StonePillar_01_UnClimbable				5001	19	石柱_不可攀爬	SceneObj_Environment_Rock_StonePillar		1					Default_Item		
70220019	石柱_不可攀爬_不可破坏	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StonePillar_01_UnClimbable				5001	19	石柱_不可攀爬_不可破坏	SceneObj_Environment_Rock_StonePillar_Unclimbable_UnDestroyable		1					Default_Item		
70220020	大世界荆棘	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_BrambleWall_02				5001	19	大世界荆棘4米	SceneObj_Environment_WoodenMaterial_BrambleWorld		1		1			Default_Item		
70220021	大世界碎石堆小	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_StonePile_02				5001	19	大世界荆棘4米	SceneObj_Environment_Rock_StonePileWorld		1					Default_Item		
70220022	石油	ART/Others/SceneObj/SceneObj_Prop_Oil				5001	19	石油	Oil		1					Default_Item		
70220023	落叶地毯02	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_LeafBlanket_02				5001	19	落叶地毯02	SceneObj_Environment_GrassMaterial_LeafBlanket02									
70220024	大世界碎石堆大	ART/Others/Gadget/SceneObject/Stone/SceneObj_Area_Common_Property_Ani_Stone_StonePileWorld_02				5001	19	大世界碎石堆大	SceneObj_Environment_Rock_StonePileWorld		1					Default_Item		
70220025	干草地毯	ART/Others/Gadget/SceneObject/Prop/SceneObj_Area_Common_Property_Ani_Prop_DropGrass_01				5001	19	干草地毯	SceneObj_Environment_GrassMaterial_LeafBlanket		1							
70220026	丘丘人木箱-小	ART/Others/SceneObj/SceneObj_Item_WoodenBox_Small				5003	19	丘丘人木箱-小	SceneObj_Environment_WoodenMaterial_WoodenObject		1			4	SubfieldDrop_WoodenObject_Broken	Default_Item		
